run,evalanche_size,evalanche_duration,density,cooldown,branching_ratio,emperical_branching_ratio
2,"[1, 1, 1, 17, 0, 1, 2, 0, 10, 0, 1, 0]","[1, 1, 1, 13, 0, 1, 2, 0, 7, 0, 1, 0]",5.994005994005994e-05,5,0.7192249441438314,0.6955128205128205
3,"[7, 9, 2, 0, 1, 0, 3, 0, 1, 0, 2]","[5, 5, 2, 0, 1, 0, 3, 0, 1, 0, 2]",0.0,5,0.7192249441438314,0.6896551724137931
4,"[4, 0, 2, 18, 12, 8, 4, 0, 0]","[3, 0, 1, 13, 8, 5, 4, 0, 0]",4.995004995004995e-05,5,0.7192249441438314,0.8452380952380953
5,"[0, 0, 2, 0, 0, 5, 0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 2, 0, 0, 5, 0, 1, 0, 0, 0, 1, 1, 0]",1.998001998001998e-05,5,0.7192249441438314,0.43478260869565216
6,"[0, 2, 1, 3, 2]","[0, 2, 1, 3, 2]",9.99000999000999e-06,5,0.7192249441438314,0.6666666666666666
7,"[14, 1, 8, 14, 5, 2, 0, 0, 0]","[9, 1, 6, 10, 4, 1, 0, 0, 0]",4.995004995004995e-05,5,0.7192249441438314,0.7962962962962963
8,"[0, 2, 12, 2, 0, 1, 0, 0, 0, 1, 1]","[0, 2, 7, 1, 0, 1, 0, 0, 0, 1, 1]",9.99000999000999e-06,5,0.7192249441438314,0.615079365079365
9,"[0, 4, 1, 5, 0, 1, 5, 0, 0, 11, 0, 2, 0, 0, 0, 0]","[0, 3, 1, 3, 0, 1, 2, 0, 0, 9, 0, 1, 0, 0, 0, 0]",9.99000999000999e-06,5,0.7192249441438314,0.702020202020202
0,"[1, 0, 0, 0, 11, 0, 1, 0]","[1, 0, 0, 0, 7, 0, 1, 0]",1.998001998001998e-05,0,0.8118883695943608,0.6190476190476192
1,"[0, 0, 16, 3, 0, 3, 0, 0, 23, 38]","[0, 0, 12, 2, 0, 2, 0, 0, 14, 25]",0.0,0,0.8118883695943608,0.9251190476190476
2,"[1, 9, 8, 0, 3, 0, 1, 0, 3]","[1, 5, 6, 0, 3, 0, 1, 0, 1]",0.0,0,0.8118883695943608,0.7604166666666666
3,"[1, 0, 0, 0, 0, 0, 39, 1, 0]","[1, 0, 0, 0, 0, 0, 26, 1, 0]",1.998001998001998e-05,0,0.8118883695943608,0.8470238095238096
4,"[9, 8, 0, 1, 15, 0, 0, 4, 23]","[6, 6, 0, 1, 11, 0, 0, 3, 14]",0.0001898101898101898,0,0.8118883695943608,0.9117647058823529
5,"[0, 1, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 0]",0.0,0,0.8118883695943608,0.2222222222222222
6,"[0, 3, 2, 0, 0, 8, 4, 2, 3, 16, 1]","[0, 2, 2, 0, 0, 7, 3, 2, 2, 9, 1]",5.994005994005995e-05,0,0.8118883695943608,0.803763440860215
7,"[0, 0, 0, 0, 0, 0, 1, 4, 1, 0, 2, 5, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 2, 3, 1, 1, 1]",1.998001998001998e-05,0,0.8118883695943608,0.54
8,"[1, 0, 1, 2, 7]","[1, 0, 1, 2, 5]",0.0,0,0.8118883695943608,0.6538461538461539
9,"[0, 0, 2, 2, 0, 2, 10]","[0, 0, 2, 1, 0, 2, 8]",9.99000999000999e-06,0,0.8118883695943608,0.7745098039215685
0,"[3, 0, 0, 2, 0, 0, 15, 2, 11, 12, 5, 0]","[2, 0, 0, 2, 0, 0, 11, 2, 6, 9, 3, 0]",8.991008991008991e-05,1,0.8118883695943608,0.8468468468468469
1,"[0, 3, 10, 2, 3, 0, 0, 0, 2, 1, 0]","[0, 3, 7, 2, 2, 0, 0, 0, 2, 1, 0]",0.0,1,0.8118883695943608,0.6666666666666666
2,"[1, 2, 0, 12, 21, 0, 0, 4, 0, 3]","[1, 2, 0, 10, 16, 0, 0, 3, 0, 3]",4.995004995004995e-05,1,0.8118883695943608,0.8859649122807017
3,"[14, 59, 1, 0, 0, 0, 0, 0, 1, 3, 22]","[10, 40, 1, 0, 0, 0, 0, 0, 1, 2, 15]",0.00014985014985014988,1,0.8118883695943608,0.8743788819875775
4,"[0, 0, 1, 3, 0, 79, 0, 8, 2, 17]","[0, 0, 1, 2, 0, 52, 0, 6, 1, 10]",1.998001998001998e-05,1,0.8118883695943608,0.9764194139194138
5,"[15, 6, 3, 3, 0, 0, 0, 1, 10, 0, 0]","[8, 5, 3, 3, 0, 0, 0, 1, 7, 0, 0]",0.0001898101898101898,1,0.8118883695943608,0.6607142857142857
6,"[0, 0, 3, 0, 44, 0, 2, 0, 2, 17, 0, 0]","[0, 0, 2, 0, 27, 0, 2, 0, 2, 12, 0, 0]",0.0,1,0.8118883695943608,0.8007936507936508
7,"[5, 25, 2, 25, 8, 4]","[5, 16, 2, 14, 5, 2]",5.994005994005994e-05,1,0.8118883695943608,1.1261904761904764
8,"[0, 18, 5, 17, 5, 0, 1, 0, 1, 0, 0]","[0, 12, 4, 9, 5, 0, 1, 0, 1, 0, 0]",9.99000999000999e-06,1,0.8118883695943608,0.9166666666666666
9,"[4, 3, 2, 1, 6, 0]","[3, 2, 2, 1, 3, 0]",4.995004995004995e-05,1,0.8118883695943608,0.8205128205128205
0,"[0, 2, 7, 1, 0, 0, 0, 0, 0]","[0, 2, 4, 1, 0, 0, 0, 0, 0]",0.00011988011988011988,3,0.8118883695943608,0.14285714285714285
1,"[13, 0, 0, 3, 8, 1, 2, 1, 0]","[11, 0, 0, 2, 5, 1, 2, 1, 0]",0.00014985014985014988,3,0.8118883695943608,0.7450980392156863
2,"[2, 0, 1, 1, 1, 6, 11]","[2, 0, 1, 1, 1, 5, 7]",0.0,3,0.8118883695943608,0.7817460317460316
3,"[2, 7, 0]","[1, 5, 0]",0.0,3,0.8118883695943608,0.8888888888888888
4,"[13, 2, 0, 0, 0, 1]","[9, 2, 0, 0, 0, 1]",0.0,3,0.8118883695943608,0.71875
5,"[0, 0, 0, 0, 7, 0]","[0, 0, 0, 0, 5, 0]",1.998001998001998e-05,3,0.8118883695943608,0.6458333333333333
6,"[0, 0, 1, 5, 0]","[0, 0, 1, 3, 0]",9.99000999000999e-06,3,0.8118883695943608,0.5555555555555556
7,"[8, 2, 7, 0, 0, 2, 0, 0, 0, 0, 3, 2, 17, 7, 3, 2]","[5, 2, 3, 0, 0, 1, 0, 0, 0, 0, 1, 2, 8, 6, 2, 2]",8.991008991008991e-05,3,0.8118883695943608,0.8728070175438596
8,"[0, 4, 3, 0, 0]","[0, 2, 2, 0, 0]",0.0,3,0.8118883695943608,0.7037037037037037
9,"[3, 0, 2, 2, 0, 14, 4]","[2, 0, 2, 1, 0, 10, 3]",3.996003996003996e-05,3,0.8118883695943608,0.8166666666666668
0,"[0, 1, 17, 3, 1, 1, 0, 5, 2, 3, 11, 0, 0, 0]","[0, 1, 11, 3, 1, 1, 0, 4, 2, 3, 8, 0, 0, 0]",0.0002097902097902098,5,0.8118883695943608,0.6510416666666666
1,"[0, 3, 4, 0, 3, 1, 0, 0, 4, 0]","[0, 2, 4, 0, 3, 1, 0, 0, 2, 0]",4.995004995004995e-05,5,0.8118883695943608,0.5789473684210527
2,"[0, 6, 1, 0, 0, 0, 25]","[0, 5, 1, 0, 0, 0, 17]",9.99000999000999e-06,5,0.8118883695943608,0.8492063492063492
3,"[0, 0, 5, 0, 2, 0, 2, 21, 0]","[0, 0, 4, 0, 2, 0, 2, 15, 0]",1.998001998001998e-05,5,0.8118883695943608,0.845679012345679
4,"[8, 0, 18, 0, 1, 0, 2, 0, 15, 1, 0, 0, 5, 22]","[5, 0, 13, 0, 1, 0, 1, 0, 10, 1, 0, 0, 4, 16]",8.991008991008991e-05,5,0.8118883695943608,0.8718518518518519
5,"[3, 3, 0, 0, 1, 0, 3, 1, 2, 0, 2]","[2, 3, 0, 0, 1, 0, 3, 1, 2, 0, 1]",7.992007992007992e-05,5,0.8118883695943608,0.5294117647058824
6,"[16, 0, 6, 10]","[8, 0, 4, 7]",0.00015984015984015984,5,0.8118883695943608,0.8974358974358974
7,"[0, 8, 0, 0, 0, 16, 9, 3, 0, 8, 9, 0]","[0, 7, 0, 0, 0, 10, 5, 2, 0, 5, 6, 0]",9.99000999000999e-06,5,0.8118883695943608,0.8833333333333332
8,"[0, 0, 0, 4, 0, 5, 0]","[0, 0, 0, 3, 0, 2, 0]",0.0,5,0.8118883695943608,0.5972222222222222
9,"[0, 0, 5, 3, 0, 0, 2, 1]","[0, 0, 3, 2, 0, 0, 1, 1]",1.998001998001998e-05,5,0.8118883695943608,0.6923076923076923
0,"[71, 1, 0, 23, 16, 12, 45, 41, 1]","[48, 1, 0, 14, 10, 10, 31, 27, 1]",0.0,0,0.9164903554162179,1.055592469545958
1,"[51, 0, 2, 0, 2, 5, 0, 0, 2, 24]","[33, 0, 2, 0, 2, 3, 0, 0, 1, 19]",0.0005194805194805195,0,0.9164903554162179,0.8904761904761904
2,"[0, 7, 0, 0, 0, 0, 1, 0]","[0, 6, 0, 0, 0, 0, 1, 0]",9.990009990009989e-05,0,0.9164903554162179,0.14285714285714285
3,"[1, 0, 0, 1, 7, 6, 1, 0, 1]","[1, 0, 0, 1, 4, 5, 1, 0, 1]",0.0,0,0.9164903554162179,0.7272727272727273
4,"[73, 2, 0, 2, 1, 2, 18, 2, 0]","[46, 2, 0, 2, 1, 2, 12, 2, 0]",0.0006993006993006993,0,0.9164903554162179,0.7388888888888888
5,"[11, 2, 11, 1, 0, 0]","[7, 2, 7, 1, 0, 0]",0.0,0,0.9164903554162179,0.8809523809523809
6,"[45, 0, 96, 4, 0, 13]","[28, 0, 59, 2, 0, 8]",0.0003896103896103896,0,0.9164903554162179,1.0413690476190476
7,"[0, 33, 37, 4, 3, 0, 0, 0, 1]","[0, 20, 21, 3, 2, 0, 0, 0, 1]",0.0003496503496503497,0,0.9164903554162179,0.8654761904761905
8,"[0, 3, 0, 0, 1, 20, 1]","[0, 2, 0, 0, 1, 13, 1]",0.0,0,0.9164903554162179,0.7017543859649122
9,"[13, 17, 8, 0, 0, 1, 0, 0, 0, 0, 0, 22, 0, 0, 30]","[9, 12, 6, 0, 0, 1, 0, 0, 0, 0, 0, 15, 0, 0, 19]",0.00029970029970029975,0,0.9164903554162179,0.7847729789590256
0,"[0, 55, 3, 3, 44, 4, 2, 3, 0, 3, 0]","[0, 37, 3, 3, 27, 3, 2, 2, 0, 3, 0]",9.99000999000999e-06,1,0.9164903554162179,0.9654978354978355
1,"[0, 16, 0, 0, 5, 5, 9, 3, 0, 2, 0]","[0, 9, 0, 0, 4, 5, 7, 2, 0, 2, 0]",0.0,1,0.9164903554162179,0.7571428571428571
2,"[0, 1, 0, 0, 0, 0, 16, 5, 0, 1, 4]","[0, 1, 0, 0, 0, 0, 10, 4, 0, 1, 4]",9.99000999000999e-06,1,0.9164903554162179,0.6388888888888888
3,"[0, 34, 21, 8, 14]","[0, 22, 13, 7, 10]",0.0,1,0.9164903554162179,1.0120789779326365
4,"[9, 0, 7, 9, 0, 13, 3, 6, 0, 1, 4, 0, 16]","[6, 0, 4, 6, 0, 9, 3, 4, 0, 1, 3, 0, 10]",4.995004995004995e-05,1,0.9164903554162179,0.9421985815602837
5,"[1, 0, 8, 1, 0, 1, 11, 8]","[1, 0, 7, 1, 0, 1, 8, 5]",0.0,1,0.9164903554162179,0.7202380952380951
6,"[1, 0, 3, 2, 0, 1, 3, 3, 3, 0, 17, 50, 12]","[1, 0, 3, 2, 0, 1, 2, 3, 2, 0, 11, 35, 8]",0.0,1,0.9164903554162179,0.903825136612022
7,"[30, 0, 32, 3, 1, 0, 13, 0, 7, 0, 11, 0]","[21, 0, 23, 2, 1, 0, 7, 0, 5, 0, 8, 0]",0.0001898101898101898,1,0.9164903554162179,0.9203504043126683
8,"[3, 26, 76, 0, 5, 1, 7]","[3, 18, 51, 0, 5, 1, 5]",0.0003096903096903097,1,0.9164903554162179,0.9064311950675586
9,"[6, 3, 7, 4, 0, 3]","[4, 2, 4, 3, 0, 3]",0.0001098901098901099,1,0.9164903554162179,0.75
0,"[10, 0, 15, 0, 2, 2, 2, 27, 15, 0, 5, 24]","[7, 0, 10, 0, 2, 1, 1, 16, 8, 0, 4, 18]",0.0001098901098901099,3,0.9164903554162179,0.9592261904761905
1,"[2, 10, 3, 1, 0, 1, 64, 1, 0, 12, 1, 0]","[2, 8, 3, 1, 0, 1, 38, 1, 0, 5, 1, 0]",0.00017982017982017985,3,0.9164903554162179,0.8680555555555555
2,"[13, 0, 0, 0, 0, 0, 1, 0, 0]","[8, 0, 0, 0, 0, 0, 1, 0, 0]",0.0,3,0.9164903554162179,0.3935185185185185
3,"[0, 1, 0, 5, 0, 1, 4, 0, 3, 0]","[0, 1, 0, 3, 0, 1, 3, 0, 2, 0]",9.99000999000999e-06,3,0.9164903554162179,0.6578947368421053
4,"[5, 6, 0, 32, 10, 10, 1, 0, 0, 2]","[4, 4, 0, 20, 7, 9, 1, 0, 0, 1]",0.00013986013986013986,3,0.9164903554162179,0.901388888888889
5,"[0, 3, 0, 2, 0, 0, 18, 1, 0, 19]","[0, 3, 0, 2, 0, 0, 13, 1, 0, 11]",0.0,3,0.9164903554162179,0.7404040404040404
6,"[2, 0, 0, 0, 0, 0, 18, 0, 36, 10, 1]","[2, 0, 0, 0, 0, 0, 11, 0, 25, 7, 1]",2.997002997002997e-05,3,0.9164903554162179,0.8781481481481481
7,"[0, 1, 0, 5, 0, 6, 1, 1, 0, 15, 0, 0]","[0, 1, 0, 4, 0, 3, 1, 1, 0, 9, 0, 0]",0.0,3,0.9164903554162179,0.7253086419753088
8,"[3, 0, 1, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 0, 0]",0.0,3,0.9164903554162179,0.36363636363636365
9,"[2, 36, 0, 0, 0, 0]","[2, 23, 0, 0, 0, 0]",0.0,3,0.9164903554162179,0.8116666666666668
0,"[1, 0, 0, 26, 4, 1, 0, 0]","[1, 0, 0, 14, 3, 1, 0, 0]",2.997002997002997e-05,5,0.9164903554162179,0.8826984126984126
1,"[35, 0, 0, 2, 8, 21, 0, 1, 4, 0]","[22, 0, 0, 2, 6, 12, 0, 1, 2, 0]",0.00029970029970029975,5,0.9164903554162179,0.8553921568627451
2,"[2, 1, 2, 0, 10, 1, 8]","[2, 1, 2, 0, 7, 1, 6]",0.0,5,0.9164903554162179,0.789855072463768
3,"[0, 0, 0, 4, 31, 7, 0]","[0, 0, 0, 3, 19, 5, 0]",1.998001998001998e-05,5,0.9164903554162179,1.003416149068323
4,"[1, 2, 1, 2, 2, 0, 10, 23, 1]","[1, 1, 1, 2, 2, 0, 7, 12, 1]",0.0,5,0.9164903554162179,0.8523809523809525
5,"[0, 0, 1, 0, 4, 1, 3, 2, 3]","[0, 0, 1, 0, 1, 1, 2, 1, 2]",9.99000999000999e-06,5,0.9164903554162179,0.8125
6,"[1, 1, 2, 7, 35, 2, 1]","[1, 1, 2, 3, 25, 1, 1]",0.0,5,0.9164903554162179,0.9077777777777777
7,"[0, 3, 5, 1, 0, 0, 0, 0, 0, 0, 34, 4]","[0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 23, 3]",9.99000999000999e-06,5,0.9164903554162179,0.825268817204301
8,"[0, 0, 0, 0, 0, 0, 0, 2, 52, 9, 0]","[0, 0, 0, 0, 0, 0, 0, 2, 33, 8, 0]",0.0,5,0.9164903554162179,0.6883838383838384
9,"[1, 0, 7, 0, 4, 2, 0, 1, 18]","[1, 0, 4, 0, 3, 2, 0, 1, 12]",1.998001998001998e-05,5,0.9164903554162179,0.764
0,"[7, 5, 3, 1, 3, 101, 1, 0, 1]","[6, 4, 3, 1, 3, 65, 1, 0, 1]",0.0,0,1.0345690405573948,0.9457070707070707
1,"[0, 10, 2, 0, 6, 51, 0, 6, 1, 6, 25]","[0, 6, 1, 0, 5, 33, 0, 4, 1, 5, 15]",9.99000999000999e-06,0,1.0345690405573948,1.0074999999999998
2,"[0, 0, 8, 58, 0, 0, 0, 1, 5]","[0, 0, 5, 42, 0, 0, 0, 1, 3]",1.998001998001998e-05,0,1.0345690405573948,0.9801020408163265
3,"[1, 0, 0, 6, 2, 0, 5, 0, 41, 8, 0]","[1, 0, 0, 5, 2, 0, 3, 0, 26, 5, 0]",1.998001998001998e-05,0,1.0345690405573948,0.8733333333333333
4,"[1, 0, 2, 10, 2, 2, 1, 7]","[1, 0, 2, 7, 2, 2, 1, 6]",2.997002997002997e-05,0,1.0345690405573948,0.8472222222222222
5,"[0, 9, 8, 0, 0, 0, 0, 0, 4]","[0, 7, 3, 0, 0, 0, 0, 0, 3]",0.0,0,1.0345690405573948,0.7348484848484848
6,"[5, 0, 4, 0, 2, 154, 0, 6, 2, 9, 62, 445]","[4, 0, 2, 0, 2, 97, 0, 6, 2, 7, 46, 279]",0.00011988011988011988,0,1.0345690405573948,1.0302331524404749
7,"[0, 0, 0, 0, 58]","[0, 0, 0, 0, 31]",9.99000999000999e-06,0,1.0345690405573948,0.8635154061624649
8,"[1, 75, 47, 2, 1, 8, 381]","[1, 49, 26, 2, 1, 6, 244]",0.0,0,1.0345690405573948,1.0572167619961739
9,"[0, 232, 0, 0, 2, 10, 0, 2, 1, 2]","[0, 145, 0, 0, 2, 7, 0, 2, 1, 2]",9.99000999000999e-06,0,1.0345690405573948,0.9497102897102897
0,"[2, 62, 0, 0, 0, 2]","[1, 40, 0, 0, 0, 2]",2.997002997002997e-05,1,1.0345690405573948,0.9409722222222222
1,"[0, 0, 4, 14, 0, 113, 0, 162, 35]","[0, 0, 4, 11, 0, 76, 0, 114, 23]",0.0,1,1.0345690405573948,1.0329324586977648
2,"[0, 2, 3, 2, 0, 0, 15, 7, 1]","[0, 2, 3, 1, 0, 0, 9, 6, 1]",0.0,1,1.0345690405573948,0.8233333333333334
3,"[55, 0, 164, 0]","[34, 0, 104, 0]",0.0,1,1.0345690405573948,1.0635961488420504
4,"[0, 0, 11, 52, 2, 0, 20, 0, 15]","[0, 0, 7, 35, 2, 0, 15, 0, 10]",9.99000999000999e-06,1,1.0345690405573948,1.007
5,"[11, 25, 0, 0, 0, 2, 17]","[7, 15, 0, 0, 0, 2, 9]",0.00035964035964035964,1,1.0345690405573948,0.8333333333333333
6,"[2, 1, 36, 341, 3, 4, 0]","[1, 1, 22, 217, 3, 3, 0]",4.995004995004995e-05,1,1.0345690405573948,1.08363908404892
7,"[4, 1, 0, 1, 2, 12]","[4, 1, 0, 1, 2, 8]",4.995004995004995e-05,1,1.0345690405573948,0.7564102564102565
8,"[0, 3, 0, 23, 0, 15, 0, 1, 0, 36, 1, 106]","[0, 2, 0, 16, 0, 10, 0, 1, 0, 23, 1, 63]",9.99000999000999e-06,1,1.0345690405573948,0.968621207851977
9,"[0, 5, 2, 406, 1, 99, 12, 8, 2, 0, 22, 1]","[0, 5, 2, 262, 1, 62, 10, 6, 1, 0, 15, 1]",9.99000999000999e-06,1,1.0345690405573948,1.0243375735375735
0,"[0, 0, 24, 2, 0, 0]","[0, 0, 17, 1, 0, 0]",0.00025974025974025974,3,1.0345690405573948,0.5
1,"[1, 8, 7, 4, 3, 2, 0, 0, 1, 22, 1, 33]","[1, 5, 7, 3, 2, 2, 0, 0, 1, 15, 1, 21]",1.998001998001998e-05,3,1.0345690405573948,0.908641975308642
2,"[3, 13, 0, 8, 3, 0]","[2, 8, 0, 6, 3, 0]",3.996003996003996e-05,3,1.0345690405573948,0.850877192982456
3,"[2, 0, 0, 36, 0, 9, 24]","[2, 0, 0, 23, 0, 5, 18]",3.996003996003996e-05,3,1.0345690405573948,1.0432291666666667
4,"[0, 13, 0, 96, 3, 1, 8, 13]","[0, 7, 0, 62, 1, 1, 6, 9]",9.99000999000999e-06,3,1.0345690405573948,1.0443322109988775
5,"[8, 1, 0, 0, 0, 2, 0, 1]","[6, 1, 0, 0, 0, 1, 0, 1]",0.00010989010989010989,3,1.0345690405573948,0.375
6,"[86, 1, 0, 1]","[54, 1, 0, 1]",0.0,3,1.0345690405573948,0.9309710003258391
7,"[27, 0, 46, 12, 43, 15, 0, 0]","[16, 0, 30, 7, 31, 7, 0, 0]",0.0,3,1.0345690405573948,1.024813988095238
8,"[23, 0, 0, 2, 3, 0, 7, 10, 0]","[16, 0, 0, 2, 2, 0, 4, 6, 0]",0.0,3,1.0345690405573948,0.938095238095238
9,"[26, 151, 30, 2, 67, 6, 0, 0]","[15, 98, 21, 1, 44, 5, 0, 0]",0.0,3,1.0345690405573948,1.0545692710741255
0,"[19, 1, 31, 2, 0, 9, 1, 6]","[14, 1, 20, 2, 0, 5, 1, 4]",0.0001998001998001998,5,1.0345690405573948,0.9053571428571429
1,"[148, 0, 0, 1, 0, 5, 43, 24, 3]","[101, 0, 0, 1, 0, 4, 30, 17, 3]",0.00028971028971028976,5,1.0345690405573948,1.0299340218014919
2,"[30, 1, 4, 0, 16, 0, 1]","[20, 1, 4, 0, 11, 0, 1]",0.00029970029970029975,5,1.0345690405573948,0.7971014492753623
3,"[6, 0, 33, 25, 23, 0, 12, 40, 5, 2, 0, 0]","[5, 0, 23, 17, 13, 0, 8, 27, 4, 1, 0, 0]",6.993006993006993e-05,5,1.0345690405573948,1.0032967032967035
4,"[0, 4, 0, 1, 0, 0, 4, 1, 26, 5, 0, 6]","[0, 3, 0, 1, 0, 0, 3, 1, 15, 3, 0, 5]",9.99000999000999e-05,5,1.0345690405573948,0.9408045977011493
5,"[0, 14, 16, 112, 24, 0, 4, 2]","[0, 11, 8, 72, 18, 0, 2, 1]",0.00032967032967032967,5,1.0345690405573948,1.0258948023653907
6,"[0, 0, 0, 0, 2, 78, 0, 7, 0, 6, 7]","[0, 0, 0, 0, 1, 51, 0, 5, 0, 5, 4]",1.998001998001998e-05,5,1.0345690405573948,1.0246369469773724
7,"[0, 6, 8, 0, 0, 0, 39, 0]","[0, 5, 7, 0, 0, 0, 24, 0]",7.992007992007992e-05,5,1.0345690405573948,0.8255693581780538
8,"[0, 0, 4, 1]","[0, 0, 3, 1]",0.0,5,1.0345690405573948,0.5
9,"[0, 0, 22, 26, 4, 0, 51, 0, 0]","[0, 0, 15, 21, 3, 0, 37, 0, 0]",0.0,5,1.0345690405573948,0.9485074626865673
0,"[1, 0, 1, 0, 0, 2, 2475, 16]","[1, 0, 1, 0, 0, 1, 1579, 12]",1.998001998001998e-05,0,1.1678607345450611,1.03961652687559
1,"[1, 1, 0, 0, 7771, 3, 0, 2]","[1, 1, 0, 0, 4945, 2, 0, 2]",1.998001998001998e-05,0,1.1678607345450611,1.0320494360262447
2,"[0, 5, 6, 3912, 0]","[0, 3, 3, 2475, 0]",0.0,0,1.1678607345450611,1.0647428620506219
3,"[0, 12230, 0]","[0, 7826, 0]",9.99000999000999e-06,0,1.1678607345450611,1.0417769579752139
4,"[12, 9664, 2, 1559, 1, 3638]","[7, 6183, 2, 1017, 1, 2286]",0.015234765234765236,0,1.1678607345450611,1.0353919704736525
5,"[7, 1, 894, 6, 2312, 3781]","[6, 1, 581, 5, 1482, 2427]",7.992007992007992e-05,0,1.1678607345450611,1.0543954110040659
6,"[2483, 1, 0, 0, 177, 2905, 1, 1830, 1, 848, 6]","[1588, 1, 0, 0, 116, 1848, 1, 1175, 1, 560, 4]",0.024835164835164833,0,1.1678607345450611,1.046311327544164
7,"[4, 1, 0, 14, 3, 2566]","[4, 1, 0, 9, 2, 1654]",0.0,0,1.1678607345450611,1.0354163103096752
8,"[83, 3537, 49, 0, 599, 1626, 2051, 1165]","[56, 2275, 31, 0, 382, 1055, 1288, 739]",0.0,0,1.1678607345450611,1.0513337759056087
9,"[3328, 7, 0, 19, 0, 205, 0, 25, 1, 0]","[2118, 4, 0, 14, 0, 134, 0, 19, 1, 0]",0.0,0,1.1678607345450611,1.0287482319290135
0,"[644, 1, 8, 0, 1, 24, 67, 1]","[399, 1, 4, 0, 1, 18, 46, 1]",0.0025374625374625375,1,1.1678607345450611,1.0735665630040327
1,"[14, 2, 0, 0, 0, 3, 0, 2, 0, 407]","[11, 2, 0, 0, 0, 2, 0, 2, 0, 264]",0.0,1,1.1678607345450611,0.9585615630019757
2,"[0, 0, 1, 10, 0, 0]","[0, 0, 1, 8, 0, 0]",9.99000999000999e-06,1,1.1678607345450611,0.625
3,"[24, 3, 1, 1, 306, 0, 24, 77, 0, 22, 12]","[14, 2, 1, 1, 200, 0, 16, 50, 0, 14, 7]",0.00028971028971028976,1,1.1678607345450611,1.0303810774442896
4,"[0, 26, 0, 158]","[0, 17, 0, 99]",0.0,1,1.1678607345450611,1.0193362193362192
5,"[7, 1, 20, 4, 0, 46, 586]","[5, 1, 13, 3, 0, 30, 380]",0.0003096903096903097,1,1.1678607345450611,1.105914923850256
6,"[0, 105, 3, 114, 755, 0, 5, 4368, 1810]","[0, 70, 2, 76, 486, 0, 2, 2805, 1169]",0.001068931068931069,1,1.1678607345450611,1.061002522133879
7,"[1, 0, 108, 0, 145, 1205]","[1, 0, 72, 0, 95, 777]",0.0,1,1.1678607345450611,1.0310891784956202
8,"[0, 0, 4, 543, 2, 1299, 7]","[0, 0, 3, 355, 1, 824, 5]",1.998001998001998e-05,1,1.1678607345450611,1.048455321311877
